"Time","Species"
552090,"Magpie"
552930,"Finch"
553140,"Finch"
553200,"Starling"
553200,"Magpie"
554160,"Collared Dove"
554280,"Magpie"
554760,"Blackbird"
554820,"Magpie"
554910,"Finch"
555450,"Blackbird"
555540,"Blackbird"
555570,"Chaffinch"
555750,"Finch"
555780,"Blackbird"
555900,"Chaffinch"
555990,"Finch"
556050,"Starling"
556230,"Finch"
556260,"Finch"
557160,"Blackbird"
557490,"Magpie"
557790,"Magpie"
558210,"Starling"
558960,"Starling"
559110,"Magpie"
559170,"Collared Dove"
559560,"Chaffinch"
559710,"Magpie"
559980,"Blackbird"
560220,"Magpie"
560700,"Collared Dove"
560760,"Magpie"
560910,"Magpie"
561000,"Blackbird"
561060,"Starling"
561090,"Collared Dove"
561150,"Chaffinch"
561180,"Starling"
561210,"Finch"
561240,"Collared Dove"
561360,"Starling"
561390,"Starling"
561600,"Finch"
561840,"Chaffinch"
561840,"Chaffinch"
561870,"Chaffinch"
562590,"Collared Dove"
562830,"Chaffinch"
563190,"Chaffinch"
563250,"Blackbird"
563340,"Finch"
563730,"Finch"
564240,"Finch"
564240,"Finch"
564600,"Collared Dove"
564780,"Starling"
564780,"Collared Dove"
564780,"Magpie"
564810,"Collared Dove"
565020,"Collared Dove"
565050,"Blackbird"
565050,"Chaffinch"
565200,"Magpie"
565290,"Chaffinch"
565710,"Finch"
565800,"Collared Dove"
565830,"Starling"
565860,"Blackbird"
566040,"Collared Dove"
566610,"Finch"
566640,"Starling"
566730,"Starling"
566790,"Starling"
566910,"Chaffinch"
566970,"Chaffinch"
567000,"Blackbird"
567030,"Finch"
567300,"Blackbird"
567750,"Finch"
567990,"Finch"
568290,"Collared Dove"
568380,"Starling"
568800,"Chaffinch"
568980,"Collared Dove"
569460,"Starling"
569700,"Chaffinch"
570090,"Chaffinch"
570450,"Collared Dove"
570540,"Finch"
571170,"Chaffinch"
571530,"Finch"
571560,"Blackbird"
571740,"Chaffinch"
571800,"Finch"
572100,"Collared Dove"
572370,"Blackbird"
572820,"Blackbird"
573360,"Collared Dove"
573540,"Starling"
573900,"Magpie"
574110,"Finch"
574500,"Starling"
574530,"Chaffinch"
574770,"Starling"
574800,"Starling"
574890,"Finch"
574890,"Blackbird"
575040,"Chaffinch"
575070,"Magpie"
575460,"Magpie"
575580,"Starling"
575700,"Chaffinch"
575730,"Starling"
575850,"Finch"
576090,"Chaffinch"
576210,"Magpie"
576390,"Collared Dove"
577260,"Blackbird"
577470,"Starling"
577500,"Chaffinch"
577680,"Collared Dove"
578040,"Magpie"
578070,"Collared Dove"
578400,"Chaffinch"
578490,"Chaffinch"
578730,"Magpie"
578760,"Chaffinch"
578790,"Finch"
578910,"Collared Dove"
579180,"Collared Dove"
580530,"Magpie"
580560,"Finch"
580590,"Blackbird"
580710,"Magpie"
580740,"Collared Dove"
581010,"Collared Dove"
581190,"Collared Dove"
581280,"Blackbird"
581670,"Finch"
582000,"Collared Dove"
582090,"Finch"
582270,"Magpie"
582330,"Chaffinch"
582810,"Finch"
582840,"Magpie"
582840,"Finch"
583050,"Chaffinch"
583080,"Starling"
583110,"Chaffinch"
583140,"Starling"
583470,"Finch"
583560,"Magpie"
583650,"Collared Dove"
583650,"Collared Dove"
583710,"Starling"
583800,"Magpie"
584310,"Finch"
584400,"Blackbird"
584400,"Finch"
584490,"Blackbird"
584610,"Chaffinch"
585090,"Magpie"
585600,"Chaffinch"
586080,"Collared Dove"
586320,"Finch"
586320,"Starling"
586350,"Magpie"
586440,"Magpie"
586770,"Chaffinch"
586980,"Starling"
587130,"Starling"
587160,"Chaffinch"
587310,"Collared Dove"
587580,"Chaffinch"
587610,"Finch"
587610,"Magpie"
587700,"Magpie"
588180,"Chaffinch"
588210,"Finch"
588600,"Magpie"
588690,"Collared Dove"
588870,"Collared Dove"
588960,"Starling"
589050,"Starling"
589200,"Magpie"
589440,"Finch"
589980,"Magpie"
590370,"Starling"
590640,"Chaffinch"
590670,"Finch"
590670,"Blackbird"
590700,"Magpie"
590820,"Starling"
590880,"Blackbird"
591120,"Blackbird"
591210,"Starling"
591510,"Magpie"
591960,"Blackbird"
592020,"Chaffinch"
592050,"Collared Dove"
592080,"Chaffinch"
592320,"Finch"
592890,"Magpie"
592890,"Blackbird"
593700,"Starling"
593880,"Finch"
594000,"Chaffinch"
594570,"Chaffinch"
594720,"Collared Dove"
594750,"Magpie"
595200,"Finch"
595230,"Collared Dove"
595500,"Magpie"
595560,"Finch"
595650,"Finch"
595680,"Finch"
595770,"Chaffinch"
595860,"Magpie"
595890,"Chaffinch"
596100,"Chaffinch"
596220,"Blackbird"
596640,"Magpie"
596670,"Collared Dove"
596790,"Finch"
596910,"Chaffinch"
598020,"Magpie"
598560,"Finch"
598860,"Finch"
599190,"Chaffinch"
599340,"Blackbird"
599370,"Finch"
599400,"Blackbird"
599490,"Finch"
599550,"Blackbird"
599850,"Collared Dove"
6e+05,"Blackbird"
600060,"Magpie"
600090,"Starling"
600420,"Magpie"
602220,"Collared Dove"
602610,"Magpie"
602640,"Blackbird"
602760,"Starling"
602880,"Starling"
602910,"Starling"
603180,"Finch"
603270,"Finch"
603330,"Blackbird"
603570,"Magpie"
603900,"Blackbird"
603900,"Finch"
604020,"Finch"
604650,"Blackbird"
605100,"Collared Dove"
605280,"Chaffinch"
605580,"Blackbird"
605730,"Blackbird"
605760,"Magpie"
605820,"Collared Dove"
606060,"Blackbird"
606660,"Magpie"
607290,"Finch"
607410,"Magpie"
607470,"Blackbird"
607650,"Chaffinch"
607800,"Collared Dove"
607860,"Finch"
607890,"Finch"
608040,"Magpie"
608100,"Collared Dove"
608910,"Starling"
608970,"Starling"
608970,"Starling"
609000,"Chaffinch"
609150,"Chaffinch"
609240,"Chaffinch"
609570,"Magpie"
609660,"Collared Dove"
609720,"Blackbird"
609840,"Collared Dove"
610350,"Finch"
610980,"Magpie"
611010,"Finch"
611160,"Collared Dove"
611670,"Finch"
611850,"Finch"
612420,"Collared Dove"
612660,"Finch"
612960,"Chaffinch"
613200,"Collared Dove"
613380,"Chaffinch"
613410,"Blackbird"
613920,"Finch"
614310,"Collared Dove"
614670,"Blackbird"
614820,"Blackbird"
614820,"Starling"
615000,"Magpie"
615060,"Magpie"
615180,"Starling"
615300,"Magpie"
615420,"Finch"
615630,"Finch"
616260,"Chaffinch"
616380,"Magpie"
616410,"Chaffinch"
616830,"Chaffinch"
617100,"Starling"
617160,"Blackbird"
617160,"Magpie"
617220,"Starling"
617370,"Starling"
617880,"Finch"
618300,"Collared Dove"
618510,"Magpie"
618540,"Chaffinch"
618600,"Starling"
619230,"Finch"
619440,"Starling"
619800,"Collared Dove"
619800,"Finch"
619830,"Chaffinch"
620040,"Magpie"
620130,"Finch"
620460,"Chaffinch"
620760,"Blackbird"
620760,"Starling"
620970,"Blackbird"
621240,"Collared Dove"
621390,"Starling"
621930,"Starling"
622350,"Blackbird"
622410,"Blackbird"
622470,"Blackbird"
622650,"Magpie"
623190,"Collared Dove"
623280,"Chaffinch"
623400,"Blackbird"
623460,"Collared Dove"
623550,"Collared Dove"
624030,"Finch"
624240,"Magpie"
624570,"Chaffinch"
624780,"Collared Dove"
624870,"Finch"
625020,"Starling"
625290,"Finch"
625320,"Collared Dove"
625380,"Starling"
625440,"Blackbird"
625530,"Finch"
625800,"Collared Dove"
626220,"Magpie"
626370,"Collared Dove"
626400,"Finch"
626460,"Finch"
626700,"Chaffinch"
626760,"Chaffinch"
626850,"Chaffinch"
627060,"Finch"
627360,"Starling"
627600,"Collared Dove"
627780,"Finch"
628590,"Blackbird"
628650,"Chaffinch"
628770,"Chaffinch"
628800,"Blackbird"
628890,"Chaffinch"
629220,"Chaffinch"
629310,"Starling"
629670,"Magpie"
629700,"Collared Dove"
629880,"Magpie"
630000,"Chaffinch"
630540,"Magpie"
630810,"Starling"
630870,"Blackbird"
631080,"Blackbird"
631500,"Magpie"
631770,"Blackbird"
631830,"Finch"
632010,"Starling"
632160,"Blackbird"
632370,"Finch"
632550,"Chaffinch"
632970,"Magpie"
633060,"Finch"
633240,"Magpie"
633300,"Finch"
633390,"Finch"
633450,"Collared Dove"
633570,"Finch"
633750,"Starling"
633960,"Starling"
633990,"Blackbird"
634950,"Blackbird"
635070,"Finch"
635070,"Finch"
635130,"Blackbird"
635280,"Chaffinch"
635400,"Blackbird"
635460,"Magpie"
635520,"Collared Dove"
635880,"Finch"
636270,"Collared Dove"
636300,"Blackbird"
636330,"Collared Dove"
636840,"Starling"
636840,"Finch"
636870,"Blackbird"
636870,"Starling"
637080,"Starling"
637200,"Chaffinch"
637260,"Chaffinch"
637290,"Collared Dove"
637320,"Chaffinch"
637320,"Collared Dove"
637380,"Chaffinch"
637410,"Finch"
637590,"Magpie"
637800,"Blackbird"
638760,"Magpie"
639390,"Starling"
639840,"Collared Dove"
640020,"Finch"
640140,"Magpie"
640230,"Starling"
640500,"Blackbird"
640620,"Chaffinch"
640710,"Finch"
640800,"Chaffinch"
640890,"Blackbird"
641010,"Magpie"
641490,"Blackbird"
641610,"Chaffinch"
641700,"Blackbird"
641760,"Magpie"
641880,"Blackbird"
642210,"Blackbird"
642210,"Chaffinch"
642450,"Collared Dove"
642480,"Blackbird"
642810,"Blackbird"
642840,"Starling"
642840,"Chaffinch"
643020,"Finch"
643500,"Finch"
643920,"Blackbird"
644010,"Blackbird"
644160,"Starling"
644490,"Finch"
644790,"Blackbird"
645060,"Chaffinch"
645090,"Magpie"
645270,"Magpie"
645450,"Chaffinch"
645660,"Blackbird"
645750,"Magpie"
645810,"Blackbird"
646140,"Finch"
646410,"Finch"
646470,"Collared Dove"
646470,"Starling"
646530,"Blackbird"
646650,"Magpie"
646770,"Collared Dove"
646860,"Finch"
646950,"Magpie"
646950,"Finch"
647100,"Chaffinch"
647160,"Chaffinch"
647580,"Finch"
647610,"Blackbird"
647640,"Magpie"
647670,"Starling"
647730,"Collared Dove"
647730,"Starling"
647850,"Finch"
648510,"Chaffinch"
648570,"Starling"
648600,"Chaffinch"
648780,"Magpie"
648930,"Blackbird"
648960,"Blackbird"
649140,"Magpie"
649380,"Finch"
649530,"Magpie"
649620,"Blackbird"
649800,"Magpie"
649860,"Starling"
650130,"Finch"
650640,"Starling"
650790,"Collared Dove"
650880,"Starling"
651060,"Finch"
651270,"Blackbird"
651420,"Collared Dove"
651600,"Starling"
651630,"Finch"
651750,"Finch"
651810,"Magpie"
651990,"Magpie"
652020,"Starling"
652260,"Starling"
652350,"Chaffinch"
652380,"Magpie"
652560,"Chaffinch"
652680,"Collared Dove"
652770,"Starling"
652830,"Finch"
653010,"Blackbird"
653250,"Collared Dove"
653460,"Collared Dove"
653550,"Magpie"
653670,"Finch"
653700,"Magpie"
653910,"Magpie"
654600,"Magpie"
654750,"Starling"
654840,"Finch"
655080,"Blackbird"
655230,"Chaffinch"
655350,"Chaffinch"
655440,"Blackbird"
655440,"Collared Dove"
655800,"Blackbird"
656010,"Blackbird"
656100,"Starling"
656190,"Collared Dove"
656460,"Magpie"
656610,"Finch"
656820,"Collared Dove"
656910,"Magpie"
657000,"Chaffinch"
657390,"Finch"
657420,"Magpie"
657540,"Finch"
657750,"Magpie"
657810,"Blackbird"
658170,"Starling"
658260,"Collared Dove"
658410,"Magpie"
658470,"Collared Dove"
658500,"Blackbird"
658770,"Finch"
658800,"Blackbird"
659190,"Blackbird"
659370,"Starling"
659460,"Blackbird"
659460,"Blackbird"
659640,"Blackbird"
659760,"Blackbird"
660270,"Collared Dove"
660300,"Chaffinch"
660360,"Chaffinch"
661560,"Blackbird"
661560,"Chaffinch"
661680,"Blackbird"
661710,"Collared Dove"
661740,"Chaffinch"
661770,"Starling"
661830,"Finch"
661890,"Collared Dove"
662100,"Magpie"
662280,"Blackbird"
662310,"Chaffinch"
662790,"Magpie"
662940,"Starling"
663000,"Collared Dove"
663150,"Chaffinch"
663270,"Collared Dove"
663300,"Blackbird"
663540,"Finch"
663720,"Finch"
663810,"Collared Dove"
664890,"Chaffinch"
665130,"Chaffinch"
665160,"Collared Dove"
665760,"Finch"
666360,"Blackbird"
666390,"Blackbird"
666480,"Starling"
666990,"Magpie"
667320,"Finch"
667410,"Finch"
667560,"Starling"
667650,"Chaffinch"
667680,"Starling"
667740,"Starling"
667740,"Starling"
668220,"Chaffinch"
668430,"Chaffinch"
668460,"Chaffinch"
668490,"Chaffinch"
668520,"Chaffinch"
668610,"Chaffinch"
668850,"Finch"
668880,"Finch"
669180,"Collared Dove"
669330,"Finch"
670380,"Chaffinch"
670380,"Starling"
670590,"Finch"
670710,"Finch"
670770,"Collared Dove"
670890,"Magpie"
671100,"Finch"
671400,"Blackbird"
671430,"Magpie"
671520,"Blackbird"
671580,"Finch"
671850,"Magpie"
672480,"Magpie"
672570,"Chaffinch"
672840,"Finch"
672960,"Finch"
673050,"Chaffinch"
673110,"Magpie"
673350,"Finch"
673440,"Chaffinch"
673470,"Magpie"
673470,"Chaffinch"
673470,"Blackbird"
673500,"Magpie"
673500,"Collared Dove"
673590,"Finch"
673590,"Magpie"
673770,"Blackbird"
673860,"Collared Dove"
673920,"Finch"
674100,"Magpie"
674970,"Magpie"
675240,"Starling"
675960,"Finch"
676350,"Starling"
676590,"Starling"
677220,"Starling"
677340,"Finch"
677340,"Magpie"
677400,"Collared Dove"
677430,"Starling"
677610,"Finch"
677760,"Finch"
677820,"Collared Dove"
678360,"Finch"
678390,"Starling"
678600,"Magpie"
678750,"Chaffinch"
678780,"Starling"
679680,"Collared Dove"
679890,"Collared Dove"
679950,"Starling"
680010,"Blackbird"
680250,"Starling"
680400,"Chaffinch"
680430,"Chaffinch"
680940,"Chaffinch"
681030,"Starling"
681090,"Magpie"
681180,"Blackbird"
681540,"Chaffinch"
682200,"Finch"
682260,"Finch"
682260,"Finch"
682290,"Starling"
682380,"Finch"
682710,"Chaffinch"
682950,"Collared Dove"
683220,"Finch"
683820,"Collared Dove"
684420,"Finch"
684720,"Magpie"
684810,"Blackbird"
684960,"Finch"
685290,"Blackbird"
685890,"Chaffinch"
685920,"Collared Dove"
686070,"Blackbird"
686130,"Magpie"
686190,"Finch"
686250,"Blackbird"
686310,"Starling"
686370,"Blackbird"
686640,"Blackbird"
686640,"Collared Dove"
686670,"Chaffinch"
686760,"Magpie"
686880,"Collared Dove"
686940,"Magpie"
687030,"Finch"
687120,"Chaffinch"
687510,"Finch"
687660,"Magpie"
687780,"Blackbird"
687840,"Blackbird"
688200,"Collared Dove"
688740,"Finch"
689010,"Chaffinch"
689970,"Blackbird"
690540,"Magpie"
690750,"Magpie"
690810,"Finch"
691230,"Finch"
691290,"Chaffinch"
691560,"Blackbird"
691650,"Chaffinch"
691680,"Chaffinch"
691890,"Magpie"
691890,"Chaffinch"
692040,"Magpie"
692190,"Blackbird"
692430,"Magpie"
692460,"Chaffinch"
692520,"Chaffinch"
692580,"Magpie"
692700,"Blackbird"
692850,"Collared Dove"
693090,"Chaffinch"
693330,"Blackbird"
693360,"Chaffinch"
693480,"Finch"
693570,"Chaffinch"
693840,"Starling"
693930,"Magpie"
694170,"Magpie"
694770,"Magpie"
694980,"Magpie"
695040,"Collared Dove"
695070,"Collared Dove"
695220,"Magpie"
695220,"Chaffinch"
695310,"Magpie"
695430,"Blackbird"
695520,"Magpie"
695880,"Starling"
696120,"Magpie"
696660,"Chaffinch"
696660,"Finch"
696810,"Blackbird"
696810,"Chaffinch"
696840,"Starling"
697290,"Chaffinch"
697350,"Chaffinch"
697560,"Collared Dove"
697620,"Chaffinch"
697680,"Starling"
697740,"Chaffinch"
697740,"Magpie"
697890,"Blackbird"
697890,"Blackbird"
697920,"Collared Dove"
698040,"Magpie"
698070,"Magpie"
698160,"Chaffinch"
698370,"Finch"
698430,"Collared Dove"
698940,"Blackbird"
699300,"Chaffinch"
699390,"Collared Dove"
699930,"Magpie"
700650,"Blackbird"
701040,"Finch"
701130,"Blackbird"
701190,"Blackbird"
701190,"Collared Dove"
701700,"Blackbird"
701700,"Magpie"
701820,"Starling"
701850,"Collared Dove"
702120,"Chaffinch"
702120,"Starling"
702150,"Starling"
702330,"Collared Dove"
702510,"Collared Dove"
702810,"Starling"
702930,"Magpie"
702960,"Blackbird"
702990,"Chaffinch"
703230,"Finch"
703500,"Magpie"
703710,"Finch"
704160,"Starling"
704220,"Finch"
705150,"Magpie"
705180,"Magpie"
705270,"Finch"
705720,"Collared Dove"
705870,"Finch"
705870,"Chaffinch"
705930,"Blackbird"
706020,"Starling"
706170,"Collared Dove"
706170,"Magpie"
706170,"Chaffinch"
706230,"Chaffinch"
706560,"Starling"
706710,"Magpie"
706770,"Collared Dove"
706770,"Finch"
706830,"Blackbird"
706980,"Magpie"
707430,"Starling"
707430,"Magpie"
707760,"Blackbird"
708120,"Chaffinch"
708180,"Blackbird"
708180,"Collared Dove"
708450,"Starling"
708480,"Starling"
708630,"Collared Dove"
708690,"Finch"
708870,"Finch"
708930,"Magpie"
708990,"Chaffinch"
709050,"Blackbird"
709230,"Magpie"
709290,"Blackbird"
709500,"Starling"
709560,"Collared Dove"
710070,"Collared Dove"
710160,"Magpie"
710880,"Magpie"
710880,"Starling"
711030,"Chaffinch"
711150,"Collared Dove"
711420,"Finch"
711660,"Collared Dove"
711660,"Blackbird"
712050,"Starling"
712080,"Chaffinch"
712380,"Finch"
712380,"Starling"
712440,"Magpie"
712560,"Chaffinch"
712650,"Finch"
712830,"Starling"
712980,"Finch"
713010,"Blackbird"
713040,"Blackbird"
713070,"Starling"
713190,"Chaffinch"
713220,"Starling"
713220,"Collared Dove"
713250,"Chaffinch"
713460,"Blackbird"
713490,"Finch"
713670,"Blackbird"
713730,"Chaffinch"
713730,"Magpie"
713940,"Finch"
715110,"Blackbird"
715260,"Magpie"
715440,"Magpie"
715470,"Starling"
716340,"Blackbird"
716430,"Starling"
716520,"Starling"
716580,"Starling"
717030,"Collared Dove"
717060,"Starling"
717360,"Finch"
718020,"Chaffinch"
718290,"Finch"
718320,"Chaffinch"
718530,"Collared Dove"
718800,"Magpie"
718890,"Chaffinch"
718980,"Starling"
719520,"Starling"
719580,"Chaffinch"
719580,"Magpie"
720120,"Chaffinch"
720960,"Chaffinch"
721050,"Chaffinch"
721200,"Collared Dove"
721410,"Blackbird"
722610,"Blackbird"
722670,"Finch"
722910,"Blackbird"
722910,"Starling"
722940,"Magpie"
723210,"Finch"
723270,"Chaffinch"
723360,"Chaffinch"
723930,"Chaffinch"
723990,"Chaffinch"
724020,"Finch"
724230,"Magpie"
724560,"Starling"
724680,"Magpie"
725130,"Chaffinch"
725460,"Blackbird"
725850,"Magpie"
726030,"Blackbird"
726180,"Blackbird"
726240,"Collared Dove"
726270,"Starling"
726270,"Magpie"
726390,"Starling"
726540,"Blackbird"
726630,"Chaffinch"
726840,"Magpie"
726930,"Blackbird"
727170,"Chaffinch"
727260,"Chaffinch"
727290,"Starling"
727440,"Collared Dove"
727620,"Finch"
727890,"Collared Dove"
728340,"Magpie"
728610,"Collared Dove"
728820,"Chaffinch"
728820,"Magpie"
728940,"Starling"
729270,"Starling"
729300,"Starling"
729600,"Blackbird"
729660,"Collared Dove"
729660,"Collared Dove"
729870,"Magpie"
730020,"Magpie"
730110,"Collared Dove"
730230,"Collared Dove"
730260,"Finch"
730500,"Starling"
731010,"Starling"
731070,"Finch"
731250,"Finch"
731250,"Starling"
731340,"Finch"
731970,"Chaffinch"
732480,"Chaffinch"
732660,"Collared Dove"
732690,"Magpie"
732750,"Collared Dove"
732750,"Blackbird"
732810,"Starling"
732900,"Collared Dove"
733020,"Magpie"
733110,"Starling"
733230,"Magpie"
733530,"Starling"
733650,"Starling"
733710,"Magpie"
734160,"Finch"
734220,"Finch"
734580,"Magpie"
734610,"Chaffinch"
734790,"Magpie"
735000,"Blackbird"
735120,"Starling"
735120,"Collared Dove"
735330,"Blackbird"
735630,"Chaffinch"
735780,"Chaffinch"
735930,"Finch"
735930,"Starling"
736230,"Magpie"
736380,"Chaffinch"
736470,"Starling"
736530,"Magpie"
736710,"Magpie"
737250,"Magpie"
737340,"Collared Dove"
737580,"Chaffinch"
737610,"Blackbird"
737670,"Finch"
737760,"Blackbird"
738870,"Starling"
739050,"Starling"
739050,"Chaffinch"
739320,"Starling"
739410,"Chaffinch"
739800,"Starling"
740100,"Blackbird"
740550,"Magpie"
740820,"Blackbird"
740850,"Collared Dove"
741180,"Magpie"
741300,"Magpie"
741720,"Finch"
741930,"Starling"
742140,"Magpie"
742200,"Starling"
742260,"Collared Dove"
742800,"Starling"
743370,"Chaffinch"
743490,"Finch"
743940,"Collared Dove"
744060,"Blackbird"
744450,"Chaffinch"
744540,"Chaffinch"
744600,"Blackbird"
744690,"Collared Dove"
744690,"Starling"
744900,"Starling"
745170,"Chaffinch"
745260,"Starling"
746040,"Finch"
746550,"Magpie"
746670,"Magpie"
746760,"Chaffinch"
746820,"Blackbird"
746850,"Starling"
747030,"Magpie"
748020,"Finch"
748020,"Blackbird"
748530,"Collared Dove"
748590,"Blackbird"
748650,"Blackbird"
748800,"Magpie"
749070,"Chaffinch"
749070,"Chaffinch"
749100,"Finch"
749130,"Magpie"
749160,"Blackbird"
749280,"Chaffinch"
749430,"Chaffinch"
749490,"Starling"
749520,"Magpie"
749610,"Finch"
749640,"Collared Dove"
749670,"Blackbird"
749820,"Blackbird"
750330,"Collared Dove"
750540,"Magpie"
750540,"Finch"
750690,"Starling"
750870,"Starling"
751050,"Collared Dove"
751170,"Chaffinch"
752280,"Finch"
752280,"Chaffinch"
752400,"Finch"
752640,"Finch"
753000,"Starling"
753000,"Chaffinch"
753810,"Magpie"
753930,"Collared Dove"
754230,"Starling"
754290,"Chaffinch"
754500,"Starling"
754530,"Magpie"
754980,"Finch"
755670,"Chaffinch"
755820,"Finch"
755970,"Starling"
756000,"Starling"
756060,"Finch"
756270,"Blackbird"
756330,"Blackbird"
756480,"Finch"
757170,"Chaffinch"
757350,"Magpie"
758130,"Finch"
758280,"Finch"
758400,"Magpie"
758550,"Starling"
758610,"Blackbird"
758670,"Starling"
758940,"Starling"
759030,"Finch"
759210,"Starling"
759360,"Starling"
759390,"Chaffinch"
760080,"Chaffinch"
760080,"Finch"
760110,"Magpie"
760140,"Blackbird"
760260,"Chaffinch"
760740,"Collared Dove"
760890,"Starling"
761160,"Collared Dove"
761250,"Collared Dove"
761370,"Finch"
761430,"Chaffinch"
761670,"Starling"
761670,"Magpie"
761730,"Starling"
761910,"Collared Dove"
762300,"Finch"
762450,"Blackbird"
762660,"Magpie"
762750,"Magpie"
763380,"Collared Dove"
763620,"Collared Dove"
764190,"Finch"
764340,"Magpie"
764400,"Finch"
764430,"Chaffinch"
764520,"Magpie"
764610,"Chaffinch"
764670,"Finch"
764790,"Collared Dove"
765120,"Finch"
765990,"Blackbird"
766200,"Blackbird"
766470,"Blackbird"
766650,"Magpie"
766650,"Chaffinch"
766950,"Starling"
767010,"Starling"
767070,"Blackbird"
767250,"Blackbird"
767340,"Collared Dove"
767370,"Starling"
767700,"Blackbird"
767760,"Blackbird"
767790,"Chaffinch"
767820,"Blackbird"
767880,"Chaffinch"
767910,"Starling"
768780,"Magpie"
768810,"Collared Dove"
768810,"Collared Dove"
768810,"Finch"
768990,"Starling"
769110,"Magpie"
769350,"Blackbird"
769500,"Blackbird"
769800,"Chaffinch"
769950,"Starling"
770070,"Starling"
770220,"Magpie"
770430,"Magpie"
770640,"Finch"
770910,"Blackbird"
771090,"Collared Dove"
771120,"Starling"
771300,"Finch"
771480,"Collared Dove"
771660,"Starling"
771870,"Magpie"
771960,"Blackbird"
771960,"Finch"
772080,"Starling"
772140,"Starling"
772170,"Finch"
772290,"Chaffinch"
772290,"Collared Dove"
772320,"Starling"
772320,"Starling"
772380,"Finch"
772590,"Blackbird"
772740,"Finch"
772740,"Finch"
773160,"Finch"
773250,"Collared Dove"
773400,"Blackbird"
773430,"Magpie"
773550,"Starling"
773640,"Magpie"
774210,"Magpie"
774390,"Magpie"
774510,"Collared Dove"
774600,"Collared Dove"
775470,"Chaffinch"
775500,"Collared Dove"
775860,"Starling"
775920,"Collared Dove"
776010,"Blackbird"
776160,"Blackbird"
776310,"Chaffinch"
777150,"Magpie"
777150,"Magpie"
777300,"Collared Dove"
777300,"Finch"
777480,"Chaffinch"
777690,"Magpie"
778170,"Finch"
778230,"Starling"
778680,"Starling"
778860,"Magpie"
778980,"Blackbird"
779040,"Chaffinch"
779280,"Blackbird"
779940,"Collared Dove"
780090,"Chaffinch"
780150,"Finch"
780600,"Magpie"
780600,"Magpie"
780780,"Blackbird"
780780,"Magpie"
780870,"Blackbird"
780990,"Blackbird"
781230,"Starling"
781230,"Chaffinch"
781800,"Blackbird"
781860,"Finch"
781890,"Chaffinch"
781950,"Magpie"
781980,"Starling"
782190,"Magpie"
782580,"Blackbird"
782880,"Collared Dove"
783090,"Chaffinch"
783120,"Magpie"
783150,"Collared Dove"
783240,"Finch"
783270,"Magpie"
783330,"Collared Dove"
783540,"Collared Dove"
783570,"Chaffinch"
783900,"Finch"
783990,"Starling"
784530,"Starling"
784560,"Blackbird"
784950,"Chaffinch"
785580,"Chaffinch"
785670,"Chaffinch"
785700,"Finch"
785820,"Magpie"
786090,"Collared Dove"
786630,"Starling"
786660,"Starling"
786690,"Finch"
786810,"Chaffinch"
786810,"Finch"
786840,"Chaffinch"
787170,"Starling"
787350,"Starling"
787530,"Starling"
787980,"Chaffinch"
788310,"Starling"
788460,"Starling"
788490,"Blackbird"
788790,"Collared Dove"
789000,"Magpie"
789150,"Collared Dove"
789210,"Blackbird"
789480,"Finch"
789480,"Finch"
789870,"Blackbird"
790020,"Blackbird"
790080,"Collared Dove"
790260,"Blackbird"
790380,"Chaffinch"
790470,"Finch"
790740,"Starling"
790830,"Chaffinch"
791010,"Starling"
791340,"Collared Dove"
791580,"Finch"
791700,"Chaffinch"
791730,"Blackbird"
792060,"Chaffinch"
792180,"Collared Dove"
792750,"Chaffinch"
793680,"Collared Dove"
793890,"Chaffinch"
793920,"Chaffinch"
793980,"Starling"
794040,"Magpie"
794190,"Finch"
794280,"Collared Dove"
794310,"Blackbird"
794430,"Starling"
794700,"Blackbird"
795000,"Starling"
795180,"Blackbird"
795510,"Starling"
795630,"Blackbird"
795720,"Collared Dove"
795810,"Chaffinch"
795900,"Starling"
796140,"Collared Dove"
796620,"Finch"
796770,"Collared Dove"
796830,"Finch"
797010,"Blackbird"
797430,"Chaffinch"
797520,"Magpie"
797580,"Collared Dove"
797940,"Collared Dove"
797940,"Magpie"
798240,"Collared Dove"
798420,"Chaffinch"
798690,"Finch"
798690,"Chaffinch"
798690,"Collared Dove"
798900,"Chaffinch"
799290,"Blackbird"
799320,"Chaffinch"
799410,"Finch"
799590,"Starling"
799710,"Magpie"
799860,"Finch"
800310,"Chaffinch"
801270,"Blackbird"
802170,"Starling"
802320,"Collared Dove"
802530,"Blackbird"
802530,"Finch"
802740,"Blackbird"
802800,"Collared Dove"
803100,"Blackbird"
803700,"Collared Dove"
803700,"Collared Dove"
803790,"Finch"
803850,"Starling"
803910,"Collared Dove"
804150,"Collared Dove"
804240,"Starling"
804480,"Collared Dove"
804630,"Starling"
804870,"Starling"
804960,"Magpie"
805170,"Chaffinch"
805440,"Finch"
805800,"Chaffinch"
805800,"Starling"
805980,"Finch"
806130,"Collared Dove"
806700,"Finch"
806880,"Magpie"
807150,"Blackbird"
807240,"Magpie"
807300,"Magpie"
808050,"Chaffinch"
808350,"Chaffinch"
808920,"Chaffinch"
809400,"Collared Dove"
809700,"Magpie"
809880,"Magpie"
810060,"Finch"
810180,"Chaffinch"
810420,"Magpie"
810450,"Blackbird"
810540,"Magpie"
810630,"Magpie"
810810,"Magpie"
810930,"Starling"
811020,"Chaffinch"
811080,"Blackbird"
